node/12381/1000	1.3418	0
node/12381/1000	17.5641	0
node/12381/1000	33.7512	0
node/12381/1000	50.3332	0
node/12381/1000	62.6789	0
node/12381/1000	63.3152	0
node/12381/1000	63.5766	0
node/12381/1000	63.0533	0
node/12381/1000	64.0816	0
node/12381/1000	63.2496	0
node/12381/1000	64.2	0
node/12381/1000	64.8814	0
node/12381/1000	79.1209	0
node/12381/1000	63.9609	0
node/12381/1000	63.048	0
node/12381/1000	63.2566	0
node/12381/1000	63.4793	0
node/12381/1000	62.543	0
node/12381/1000	63.4096	0
node/12381/1000	63.798	0
node/12381/1000	77.0766	0
node/12381/1000	64.4402	0
node/12381/1000	77.032	0
node/12381/1000	77.2729	0
node/12381/1000	64.6687	0
node/12381/1000	77.2518	0
node/12381/1000	77.4146	0
node/12381/1000	78.8268	0
node/12381/1000	77.2752	0
node/12381/1000	63.1828	0
node/12381/1000	63.2379	0
node/12381/1000	77.4703	0
node/12381/1000	63.5197	0
node/12381/1000	63.7697	0
node/12381/1000	77.9963	0
node/12381/1000	78.873	0
node/12381/1000	77.4586	0
node/12381/1000	79.0377	0
node/12381/1000	63.2379	0
node/12381/1000	77.4855	0
node/12381/1000	79.043	0
node/12381/1000	63.2355	0
node/12381/1000	77.4129	0
node/12381/1000	62.724	0
node/12381/1000	77.4246	0
node/12381/1000	77.4504	0
node/12381/1000	77.0121	0
node/12381/1000	78.4078	0
node/12381/1000	63.1219	0
node/12381/1000	77.9578	0
node/12381/1000	78.876	0
node/12381/1000	78.8607	0
node/12381/1000	63.2186	0
node/12381/1000	78.576	0
node/12381/1000	63.2895	0
node/12381/1000	77.4855	0
node/12381/1000	63.0635	0
node/12381/1000	65.2262	0
node/12381/1000	77.8643	0
node/12381/1000	63.4689	0
node/12381/1000	63.8602	0
node/12381/1000	63.0135	0
node/12381/1000	63.7816	0
node/12381/1000	64.657	0
node/12381/1000	78.8602	0
node/12381/1000	63.7957	0
node/12381/1000	64.5656	0
node/12381/1000	63.2426	0
node/12381/1000	63.5057	0
node/12381/1000	62.8594	0
node/12381/1000	63.5355	0
node/12381/1000	63.9844	0
node/12381/1000	63.4627	0
node/12381/1000	64.2188	0
node/12381/1000	64.8961	0
node/12381/1000	64.0025	0
node/12381/1000	64.6529	0
node/12381/1000	64.8744	0
node/12381/1000	63.2994	0
node/12381/1000	64.8691	0
node/12381/1000	63.5635	0
node/12381/1000	63.5541	0
node/12381/1000	64.4664	0
node/12381/1000	63.7803	0
node/12381/1000	64.2188	0
node/12381/1000	65.135	0
node/12381/1000	64.6154	0
node/12381/1000	64.8445	0
node/12381/1000	64.8445	0
node/12381/1000	64.6652	0
node/12381/1000	64.9289	0
node/12381/1000	64.9711	0
node/12381/1000	65.025	0
node/12381/1000	64.9564	0
node/12381/1000	63.5578	0
node/12381/1000	63.8824	0
node/12381/1000	65.5336	0
node/12381/1000	63.8373	0
node/12381/1000	64.718	0
node/12381/1000	65.8969	0
